f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,0.2311657639614948,-0.11030522006313927,-0.13341964126094116,0.4288374205674222,-0.326278676627112,-0.1696210913361826,0.573901727621507,-0.5617659562565861,-0.17703591674308822,0.718840875567839,-0.6794437291483318,-0.14705106097499163,0.3363303755139397,-0.6457772441104535,-0.08150863867184288,0.2905545376047538,-0.7991065948226415,-0.18155893319521835,0.2620714566464098,-0.5400284371811334,-0.22867364183193117,0.30776254020278115,-0.5372732632408389,-0.25352036955875634,0.17768361560302806,-0.6454714590124287,-0.030766886035240897,0.13614394130553156,-0.8093560140191379,-0.12275838942729363,0.12945958425852322,-0.5121352895530286,-0.12558480962185817,0.18114635091752437,-0.5464009125546677,-0.1166392656144028,0.030287428209940893,-0.6407369302429344,-0.0006785579894765381,-0.006848486421358569,-0.8072334494372276,-0.07944822030878931,-0.0010347442566465313,-0.5430367983136156,-0.02305741896448046,0.06318419071217389,-0.554019480133757,0.025755060790691835,-0.10620545238454067,-0.6472851304382422,0.01700759011152047,-0.1541981724840581,-0.7261124165090996,0.00041025444183918425,-0.12816609416736752,-0.562586244506252,0.04992126388646113,-0.07228948591602205,-0.5366968380091441,0.09080270602471155,A
0.0,0.0,0.0,0.2366105462882118,-0.02482875090665562,-0.13815488238084597,0.4650558743399604,-0.11000935658678739,-0.2789772188225814,0.6377404196942766,-0.2303100916263134,-0.40526213488288954,0.7768268217093971,-0.3266719937722536,-0.5383544348825755,0.2716175667230668,-0.20690191212785408,-0.3763611032364931,0.27426632851272187,-0.24604910262092866,-0.5229452130870088,0.2924228989868323,-0.25535700856030064,-0.6207065985365702,0.28198649188762936,-0.26326083015505325,-0.6870168972577446,0.05145602956850604,-0.23481412734347448,-0.37632364788711703,0.04796585240630394,-0.2279378715716547,-0.4924086791120363,0.062390307645723266,-0.22485517410285627,-0.5410019026294498,0.047337426889965555,-0.228872649734457,-0.595723281408881,-0.13188471844769833,-0.21423827199949452,-0.37235270986811275,-0.1480115109289437,-0.22757592301312912,-0.4784561181399955,-0.14325695811493233,-0.21754718731737144,-0.487076456015198,-0.16241933532225492,-0.22839299121039397,-0.5014699021553898,-0.28411653423224703,-0.1887170644226088,-0.37927619820142977,-0.3136317808881489,-0.18662435760859117,-0.46012552287562997,-0.3309245538423565,-0.16390518399961326,-0.46067625789761324,-0.358224782677705,-0.16252410485998492,-0.4720125040045383,A
0.0,0.0,0.0,0.2070648416971272,-0.09473567776487636,-0.12579631704054242,0.3810890982295995,-0.36942576539168703,-0.1668180420357299,0.4840830125671533,-0.6207136170540021,-0.19020916071046617,0.6167927603890133,-0.7639564171868346,-0.18957131473605499,0.30128394061146996,-0.729735898814597,-0.057777191673067635,0.24868811096442897,-0.7158765261259477,-0.1466778610116368,0.22206022406817522,-0.4944332093330664,-0.19044276020387488,0.2395329205412937,-0.5087427299506201,-0.21709683752508305,0.13600189787947897,-0.785374455644105,-0.030201575007273284,0.07361084929947867,-0.7229877721349305,-0.11296775753249724,0.072758773833448,-0.4600151715059641,-0.11630530603180975,0.09939695956868122,-0.4871484517587605,-0.10791016651514844,-0.026325469333107976,-0.7546686377373675,-0.02418279027877929,-0.08331303766046441,-0.7268956017916737,-0.11230509374329363,-0.06402873448831659,-0.47398121561291745,-0.0591969863750776,-0.018993923655888666,-0.48198784677503004,-0.012060504771932571,-0.17471537001180384,-0.6956296907346085,-0.030748383252104477,-0.22964392078981263,-0.6585770598472458,-0.07605196138488676,-0.19644707973044262,-0.479889884609409,-0.03246244724296001,-0.147340987800117,-0.46820868226280365,0.009586963129395687,A
0.0,0.0,0.0,0.19569784083497843,-0.10740129193335732,-0.12777410879802745,0.39419443505456664,-0.3515191049928679,-0.1705142128310852,0.5214138806461119,-0.5915946523667884,-0.19176105559973775,0.6497552983417006,-0.7380299507744883,-0.1820160543377808,0.3304629871254648,-0.6755738242058208,-0.05543674757410781,0.2972787406592676,-0.759626378805268,-0.14589252132256056,0.23965944049152818,-0.5186134258466941,-0.18304964534000406,0.2723817898246307,-0.5385244175737537,-0.20645519513359015,0.170253700203176,-0.7039981038356776,-0.016979093054271713,0.12899402123629353,-0.8166477426298293,-0.12349586427602283,0.09795577666488756,-0.5247509468810628,-0.1220124339934747,0.13941748014658129,-0.5421790565813464,-0.10067771869808052,0.011043291722299306,-0.68968787375834,-0.00022173189991491285,-0.02445894748341121,-0.8058462737339372,-0.09796435044573763,-0.030215573524457594,-0.5403962697607856,-0.03474939287270035,0.01995197363156536,-0.5512631321649506,0.024726643243715683,-0.13650931839236113,-0.6838873808050698,0.004653747507311558,-0.18262291188280855,-0.6964092019955246,-0.03537369883369763,-0.16296003081949015,-0.5244787205117822,0.009614420319779604,-0.10190276312122946,-0.5309692481315332,0.051691152890698165,A
0.0,0.0,0.0,0.21790058999463469,-0.09363949709197979,-0.1440149329959362,0.4275549631455678,-0.30236607475966737,-0.18443383061317886,0.5604195543658398,-0.5556412070949606,-0.1974367748537242,0.7044188611560199,-0.6880308713045368,-0.1743777169812013,0.38000485974375575,-0.6637912116439237,-0.05213750785976452,0.3465806598175349,-0.775512694050942,-0.14994502422304076,0.2810328781650391,-0.5279744527350684,-0.19362929570402396,0.3240987481379229,-0.5314443276295405,-0.21747704031473036,0.22112899074045952,-0.7117321021022144,-0.002597418753656422,0.19103613140474635,-0.8400071805069508,-0.10775763135408094,0.1410516510753085,-0.536971328316295,-0.10781070971149555,0.18904242390963463,-0.5478224579829127,-0.08691266269265296,0.0634146207476636,-0.7201928883624303,0.022041812669197088,0.034522614859825426,-0.852723927748308,-0.08034817438397789,0.007614540524056835,-0.5726119099958092,-0.020754478624341315,0.07048613688000462,-0.5680477979211693,0.039863213224710856,-0.08353434707903776,-0.7211668062436181,0.03350510854690981,-0.13291530914699484,-0.7653493897101598,-0.005969251892963341,-0.12245830873960516,-0.5850011213677209,0.039753043255486425,-0.056059936487375985,-0.5677787505998392,0.08484999856126188,A
0.0,0.0,0.0,0.22312743808778177,-0.08289238764463498,-0.13007950254120362,0.4403716838266963,-0.29184205724841694,-0.1661484212957669,0.5746016887415488,-0.546681029993791,-0.17787631776043333,0.7167362053438914,-0.67982795148324,-0.15531634920812643,0.3862517522928941,-0.6110366285994668,-0.04473924124420155,0.3745342934929599,-0.7449032559200224,-0.13071271737158896,0.302840229821857,-0.5079743507645983,-0.16371173535137667,0.33835589989503395,-0.5015201604592422,-0.18193716727785508,0.2301938315225596,-0.6589205642263362,0.0005555054776078723,0.2152272063673377,-0.8051604923559323,-0.09411211761271425,0.1643352091954382,-0.5159602657468846,-0.09122980107989069,0.2127119284790539,-0.5294762338362826,-0.07035483876940639,0.08025357815847471,-0.671651032481411,0.023282319600740377,0.06790335560311349,-0.8232759983640898,-0.0666303338191308,0.039566868684514624,-0.5582510397329445,-0.00952429720727193,0.09766003629267948,-0.5521845640894019,0.04616725881266988,-0.05985072348746313,-0.6858823425139469,0.03446496085188577,-0.0985279464728687,-0.7373584293062406,0.0008399596649537349,-0.09393738809281356,-0.565140947467767,0.04294620858893856,-0.03394953781803375,-0.5471822057427843,0.0835360969211272,A
0.0,0.0,0.0,0.22620493990417959,-0.08831125328767878,-0.12632118416502208,0.4417711528502733,-0.3044896739220768,-0.16256430807660482,0.5694162036476242,-0.5596149956391248,-0.1755376338191516,0.7051635482863156,-0.6921639292240054,-0.15379683107736497,0.3835406343710652,-0.6139933641213398,-0.04739194854529814,0.37174693498481065,-0.756657428195924,-0.1355138731164071,0.3041886143598937,-0.517741402158061,-0.16853303878779036,0.33603779035532966,-0.506690052934911,-0.1857598186847265,0.22844266745699418,-0.6558299662012975,-0.0032180390065513205,0.21282481383867446,-0.8057107163461978,-0.10006470867782423,0.1642006259412302,-0.5126742527774681,-0.09612386338954289,0.2100923262960671,-0.5299055199835725,-0.07419690037079822,0.07907567743063647,-0.6667491552368597,0.019071054853809003,0.06486358112571096,-0.8206841629429779,-0.07137934836902822,0.04081387391074297,-0.5574442729651317,-0.011898579645116604,0.0961210628461832,-0.5520193158502044,0.04550683748800856,-0.06119210049457422,-0.6801343255843338,0.030060121644407956,-0.09970468889969318,-0.731991225652978,-0.0034206736588332327,-0.09292130665051414,-0.564096672025849,0.03920902517741,-0.03512434420654159,-0.5499067705615871,0.0801724357762319,A
0.0,0.0,0.0,0.2285586823108243,-0.0877970763877039,-0.12662499031681543,0.4408286005534564,-0.30328182959315386,-0.1607650417159059,0.5627404274238281,-0.5641589825089106,-0.17109444965292278,0.6996412157267814,-0.6992253265888176,-0.14692212873870514,0.38330309100030535,-0.6149328956611362,-0.05333693529263413,0.36885856780629955,-0.761516693950937,-0.1421755234789339,0.3052181589880569,-0.5228583458208643,-0.17463601357979588,0.33663917116028796,-0.5117862558906253,-0.19139269552233268,0.2218053821444831,-0.6494528867479199,-0.013253239674060979,0.20786159560614112,-0.7987058039379011,-0.10700607831276647,0.16633359142337434,-0.5067666222229938,-0.10164046313188269,0.20760143062716913,-0.5239463704153079,-0.08051228650716788,0.06835745374805212,-0.655547937145919,0.004498984346450273,0.05682219518956464,-0.812940423232697,-0.08863606895253517,0.03818973141558404,-0.5437236793603444,-0.02896396671725386,0.09016156203156346,-0.5397573134726769,0.028626557459305573,-0.07699622591163872,-0.6573389353508657,0.01104939333865378,-0.1099779723928895,-0.7215760028176742,-0.025777110777121394,-0.09597838753718452,-0.545627126082725,0.019772956449604417,-0.042112310532069014,-0.5255581324985267,0.0632049797134462,A
0.0,0.0,0.0,0.22083878701642917,-0.10796568744138654,-0.13042443457641756,0.4359764995107364,-0.31434725805317204,-0.16266857416467564,0.5548913387317197,-0.5742656631235435,-0.16630490139259113,0.6908111327333518,-0.7104101214068326,-0.13452671962994084,0.37098231078784155,-0.6365755853708105,-0.05484002081375708,0.3568584221043497,-0.7646897805354068,-0.1335224672336836,0.29224673917048105,-0.5298303525730124,-0.16359223523789101,0.32448903348931846,-0.5357837813368554,-0.18155420788512916,0.20701817764316774,-0.6700460211360302,-0.008479105427795555,0.19760848282310456,-0.8107194038654095,-0.08766555129457844,0.1518357559364739,-0.517076549137494,-0.07979613234059647,0.18911823443722492,-0.5381153283842833,-0.062232677835079374,0.049673429904386626,-0.6645282943305482,0.0165979606433968,0.04229584622291792,-0.8079189618475563,-0.06164639534073817,0.023801486050927315,-0.5418339939358756,-0.0002095112192465742,0.07493951393763913,-0.5433587760900755,0.052293990597222124,-0.09211768383124505,-0.6482518388146808,0.03006182156824386,-0.1291525249919894,-0.7050206244479571,0.00874444553699214,-0.10662102105265188,-0.5413102431455123,0.05958624421642663,-0.04953489275403369,-0.5316440886322359,0.10129157146846356,A
0.0,0.0,0.0,0.23624441638712457,-0.09623412284585861,-0.12702035209604065,0.44892140581971907,-0.294481584252426,-0.15470914936054472,0.5733935319077882,-0.5608371583922853,-0.15634714143789308,0.7105306926140065,-0.6930945655604138,-0.12151566995281465,0.3882446388542892,-0.6245258926509992,-0.044792754713424074,0.381391955108356,-0.775601847851532,-0.12572186811677102,0.31599046641653356,-0.5425898678773707,-0.1539850119654605,0.34788055636080295,-0.5339743567370583,-0.16732773228287562,0.2214358702901123,-0.6602837254891212,-0.0008250446189594688,0.21559852921541392,-0.817322528114598,-0.08457094711599951,0.16680876856417695,-0.5218161604477771,-0.07659649830182413,0.20938689044131042,-0.5365892574797864,-0.05447102338484364,0.06486762392175108,-0.6660007433666815,0.02095310272870762,0.060057380169084906,-0.8249850795335765,-0.06567914076779913,0.035486272637811796,-0.5537262425540326,-0.00597632898157896,0.09036022203049132,-0.5472443393678957,0.051526748431865325,-0.08073816106796562,-0.6595795571169466,0.03159981260974685,-0.1111337443474739,-0.735483132123902,0.003642642552702908,-0.09622023940003498,-0.5646460354758458,0.05463629899498217,-0.041943926071910026,-0.53797204868382,0.10150209172398036,A
