f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label,hand
0.0,0.0,0.0,-0.16079929181286878,-0.12364436770504336,0.012691686234631674,-0.3492852065379265,-0.15707333900391068,0.016728736541167636,-0.4755370848705315,-0.14687547631199196,0.00747847087239202,-0.533634341443328,-0.1190013866560296,-0.005378201742782451,-0.45865113073335756,-0.12452878411549295,0.025245215212743557,-0.6488260921049952,-0.09492626749040753,-0.020603575280939118,-0.7941606081916375,-0.09499928517178972,-0.0646783908860533,-0.9195725780825005,-0.09988285537884092,-0.09738570367328934,-0.45958313170021353,-0.06948247701056233,-0.015869288480019648,-0.6727957868654755,-0.03669220531794269,-0.05933144170467571,-0.8373060587605021,-0.03573251506179853,-0.10303270347953922,-0.9900096177030425,-0.04021776971479288,-0.13514247243055524,-0.4429195123007315,0.005234916522241391,-0.0604160157831558,-0.6480056687186783,0.019038334891176206,-0.09992711894179081,-0.7940976406967376,0.01010228336741282,-0.131368255652074,-0.9237339706037463,-0.005245992237956668,-0.15291011250659614,-0.41317731859412565,0.09426459602934296,-0.10627924701034919,-0.5654204149110957,0.09658536868338682,-0.13668793216541425,-0.6716595004754267,0.08140692071898493,-0.15038197784166069,-0.7664797282431527,0.06110123680179573,-0.16068273957298515,SPACE,left
0.0,0.0,0.0,-0.15987238519370492,-0.07329004233545243,0.04506061754168307,-0.340979350526022,-0.05328520136826616,0.06786833627125151,-0.470715836734299,-0.01676483222657318,0.0728771504439588,-0.5555448704472443,0.01480092041549005,0.07356158944239212,-0.45176684090474556,-0.04827059247579585,0.06446503311433037,-0.6439050647933298,0.020889938525195908,0.03387977786519867,-0.7924177016154238,0.05214639472235211,0.00243334917150196,-0.9130989024861683,0.0729259975879881,-0.021350663075185766,-0.46884705272095434,-0.006301298884372465,0.014051605383320993,-0.6930370515390548,0.0552009724305489,-0.016907638719474677,-0.8526909679315589,0.08129598520730334,-0.05032010922623754,-0.9928443150785156,0.09346961639087711,-0.07432090438103897,-0.4663447826013911,0.06263520457971816,-0.038325786599674345,-0.6849883168904924,0.10567995620643375,-0.06528424211912497,-0.8320374329963326,0.12046220766051537,-0.09124593045554022,-0.9574000332629488,0.12039319543238759,-0.11036796815421578,-0.44666413129551635,0.15337978189579893,-0.08905776167860607,-0.6143296541773773,0.17240114617126148,-0.10814220580506347,-0.7263595744260122,0.174644777758054,-0.11716563329412508,-0.825748405283223,0.16565326055836607,-0.12512624100547717,SPACE,left
0.0,0.0,0.0,-0.16506710554963264,-0.06397978509051795,0.05344329086676423,-0.3522292719181726,-0.04016988312024631,0.07558603797573496,-0.48407661940971003,-0.018620815949603825,0.07965744423388042,-0.576762873992228,0.0020443588454874453,0.07836486789591997,-0.470413491199293,-0.04825073220537649,0.050479417060790746,-0.6733581650913201,0.017071244683908637,0.019246867761906754,-0.8200434163442211,0.044788650054931725,-0.009453973118930297,-0.9371855256969048,0.0637886566513088,-0.030905314536357996,-0.475841947703719,-0.014040990156810757,-0.0035599843979963854,-0.7077916398422541,0.05218552506776904,-0.033378476295434126,-0.8611458427154537,0.07576310888706612,-0.06387352980986234,-0.9923678833668405,0.08715855438051336,-0.08723170559100714,-0.45966798460687835,0.05419584874199624,-0.05730612794885891,-0.681265976503947,0.10608630011778836,-0.08254056920151555,-0.8233212179727973,0.11376404194931378,-0.10620065381601271,-0.943130948856689,0.10696426444549245,-0.12581724765629973,-0.42816449860824846,0.14924524805336714,-0.10786319655388082,-0.593872855402586,0.1678118939105748,-0.1282599355444117,-0.7036631633476149,0.16808417528065672,-0.13826593094386216,-0.8018564721723942,0.16011871871310254,-0.1479187603376269,SPACE,left
0.0,0.0,0.0,-0.16296218273529023,-0.08475631872872535,0.0451769900529644,-0.342446432679587,-0.06586633923108849,0.062334207655304175,-0.4725471178210083,-0.04450519198541958,0.06143453975379985,-0.5692147197522578,-0.0437631055430913,0.05584889066484839,-0.46648608203936454,-0.05300735394598232,0.050381903287008506,-0.6651061151808951,0.01248306776961575,0.01586975918162814,-0.809281275451767,0.03382620996889574,-0.016302114360344667,-0.9266853191517657,0.047689001459033376,-0.040342451055401726,-0.4718527795679987,-0.011724667362603578,-0.002373946164410282,-0.7013334622201555,0.04891831838320132,-0.03622531991091092,-0.8573672832099065,0.06644618130512758,-0.07076875679934967,-0.9926394951561217,0.07286612430981693,-0.0967334512165573,-0.4558911567311205,0.05727405256318669,-0.056120053738432256,-0.6756626429868954,0.1041350208391181,-0.08510534337586893,-0.8172443802500003,0.1038674320281445,-0.1097060809225693,-0.9373856883780884,0.08987830678710111,-0.12909279080221236,-0.42387161887557145,0.14807330255177242,-0.10779132879319182,-0.5873880785085364,0.16664595554122869,-0.13042824797222002,-0.6980526642369881,0.16367800767349322,-0.14060434456670828,-0.7966492930167135,0.1507368557126011,-0.14968808942071235,SPACE,left
0.0,0.0,0.0,-0.15385977036080603,-0.08739799712211148,0.03815777525911755,-0.3211662343427893,-0.08098609363531993,0.05119665434638068,-0.4414425325268975,-0.07696237352464264,0.04661861092694305,-0.5298489253099465,-0.09245138502388317,0.037614151469233005,-0.46336152882356296,-0.06030146103675863,0.052688193263506655,-0.6633450788545588,0.0018425532375899104,0.018043876329953253,-0.8106958674618574,0.02240390417274193,-0.01600077955663823,-0.9313002399078854,0.033640036704614996,-0.04133589714913239,-0.4754259207505449,-0.01901448030674294,0.0032242510253217035,-0.7022154489072506,0.039194286580080846,-0.0300155100608254,-0.8574781162519038,0.05351478129320289,-0.06572003117004217,-0.9941675066075683,0.05544213297691824,-0.09250480364100183,-0.4668886413865775,0.05182103627521053,-0.04826751745225716,-0.6842070436654281,0.09393985398586151,-0.07730666434878164,-0.8267395981006893,0.09301287256852447,-0.10232139012124866,-0.9485833622028584,0.07917332137994966,-0.12139128674433783,-0.4427867377698118,0.1465610124294734,-0.09846601595653176,-0.6115489889865323,0.1585543361034312,-0.11967426324754878,-0.7245265292393079,0.1513712212069515,-0.12738417761278892,-0.8256790857208673,0.13666386379947612,-0.1343251044728573,SPACE,left
0.0,0.0,0.0,-0.1526011305612977,-0.07149671884908383,0.026637812584330678,-0.3254547966810499,-0.062042677812945556,0.034064477029680046,-0.4479143749442902,-0.06280917403443045,0.026375225462575917,-0.5345663970042321,-0.08447844253149439,0.01513026585416271,-0.47427475619550674,-0.045152018249293394,0.0397087605651295,-0.6693561632438829,0.012780009267024035,0.0015986445527791013,-0.8131111795627923,0.030746695544216968,-0.03615372361677416,-0.9314888708545056,0.03750459238426422,-0.0646177738589873,-0.4801580623826407,-0.008000658054254806,-0.005006215704030911,-0.7017859772311136,0.04601250559441515,-0.041120952693782485,-0.8552800698594213,0.06021509324998855,-0.08020449215201725,-0.9919496585718095,0.06296737232248659,-0.10986803394105045,-0.4639832384743276,0.053349287548352275,-0.052137396092900676,-0.6741594529659298,0.09592800883521231,-0.0829547589515697,-0.8121256181459405,0.0985749770238724,-0.10852769778568334,-0.9307832415403315,0.08883033361929317,-0.12859685554850325,-0.430568790919442,0.13514392627807323,-0.09915112055936377,-0.5900721916558106,0.15149003114811752,-0.12146640405970681,-0.696841468861312,0.14900608606333698,-0.13031185720954233,-0.7926168465036492,0.13876522890830367,-0.13852079421225108,SPACE,left
0.0,0.0,0.0,-0.14930135534577896,-0.08041252578737242,0.035023317516021855,-0.32477685071593254,-0.07954661092708863,0.04606772373972414,-0.44499968384904093,-0.09062716978224744,0.04068123615129278,-0.531445640943633,-0.12574939176705213,0.03162062155273801,-0.47055647668106027,-0.04500570798618945,0.049042355838176864,-0.6641631598888654,0.004209096881172978,0.013350480250346023,-0.8084896210261032,0.020144426609623966,-0.022718050486806855,-0.925720790019143,0.02783745429801318,-0.050068231269388606,-0.48029434522740855,-0.010343176848803875,0.00031481225406152744,-0.7053596214767996,0.032391961093807646,-0.032838825995706325,-0.8591472337351919,0.040513608671124905,-0.06949042407143764,-0.9944370916627373,0.04004550830502588,-0.0974229335934243,-0.468359025189373,0.04475067826706477,-0.050612780799381786,-0.6855784860741482,0.08054265202378799,-0.07864512569280208,-0.8262816839578309,0.08217781654016115,-0.10346543832869334,-0.9453337350481962,0.07325407792327822,-0.123516995082685,-0.4390646881710009,0.11642801569848295,-0.10087187637686962,-0.6022049244989519,0.13023848135964175,-0.12157989565023432,-0.7114209369775369,0.12848062639179106,-0.13040772149354155,-0.8085545071018125,0.11914800812456555,-0.13909207652210692,SPACE,left
0.0,0.0,0.0,-0.1471980317796651,-0.09792165531582561,0.028755431588613812,-0.3277540565257644,-0.08896952616849724,0.03736392110951681,-0.45362527860047264,-0.08919510153848653,0.03071132386663014,-0.5495029262593798,-0.11062724599771152,0.020341015866264724,-0.46474455438238976,-0.03621759967585799,0.03818814278882102,-0.6547599216169278,0.0027500486277439156,-0.004602005319317016,-0.8022052250760304,0.008188120937518832,-0.045952471704751585,-0.9226170097728811,0.006940665954582448,-0.07700550610155887,-0.47219019779886456,0.004456769764116649,-0.009895150797728656,-0.6952055688939397,0.03687809495891034,-0.0509410857109004,-0.8516033327417364,0.03478854161421877,-0.09281423835565018,-0.9919565929421669,0.026364162772669304,-0.12380245813336845,-0.4606807196882435,0.05887417784310856,-0.06064643184542389,-0.6802026537207752,0.08436046818653539,-0.09749113870980869,-0.8265790412930123,0.07551334255210952,-0.12791185921787326,-0.9530769720314793,0.0603883649357129,-0.15053734210192599,-0.4326815495348588,0.12284127449301283,-0.11080479537734442,-0.5962068822777907,0.12637752450206305,-0.13961980266296595,-0.708813709486807,0.11591890962388106,-0.15387215595550668,-0.8107430540853058,0.0987249984378029,-0.16573655918939287,SPACE,left
0.0,0.0,0.0,-0.16001763236055325,-0.08034323540210529,0.043713032121776664,-0.35098151628043456,-0.06331224065934829,0.06402108857520034,-0.48442818181071295,-0.044701959363613875,0.06599148177716546,-0.5868512678541404,-0.03254238340772021,0.06509595880012208,-0.4796989854465654,-0.04051798906105653,0.06929869957471298,-0.6634444196341565,0.019644101140044296,0.034732198505008506,-0.804884819564265,0.0339354893385186,-0.002439707315480303,-0.920766574702832,0.03344376714379331,-0.030917617675019077,-0.489404282076225,-0.009114267407679797,0.01711267376043967,-0.706056599778034,0.04166210548248668,-0.01693648622776293,-0.857319972758628,0.047196266320381076,-0.056038475298047445,-0.9955426806174454,0.04003148088634056,-0.08539468137464809,-0.48006525029829716,0.044664498635239205,-0.03831652012769932,-0.6964005555835394,0.08012095771832327,-0.0711183687128738,-0.8443494161520537,0.08545923183525206,-0.10445590521245796,-0.9718484089498522,0.07726600100829588,-0.12996204883329054,-0.4540686278259723,0.116559096445624,-0.0918882519751424,-0.611667997706202,0.12989270927623206,-0.1180896350294103,-0.7200770193674085,0.12975128901044078,-0.13406284548973765,-0.8181553026449142,0.11750877002855266,-0.1481302213400807,SPACE,left
0.0,0.0,0.0,-0.15936447880422827,-0.039585979815717764,0.07887542731680869,-0.34308812311313036,-0.0031595103819214492,0.11282708599135123,-0.4642490649270507,0.04428111902591008,0.12117655738678673,-0.5586673895177682,0.08046457939827381,0.12317360899430603,-0.47480138990937465,-0.051892052906654954,0.1032199543717601,-0.6601789876525505,0.01260687041382837,0.08425966308260575,-0.8003662434517583,0.028378590342430343,0.056658397484703735,-0.9192977047166067,0.02867561886566118,0.03207215443955738,-0.4853354990266736,-0.030842835703677976,0.03524926236780955,-0.7096444046779017,0.02415839840610092,0.012915982487066836,-0.8631236672625245,0.028991726937172505,-0.019238465427310687,-0.9986679974301678,0.022135652221730633,-0.04660733643469851,-0.47376716846924866,0.017763216482455244,-0.03382880161290359,-0.7003526646653031,0.05006096588834506,-0.054806472963474344,-0.8484485110017633,0.05396936816944063,-0.08234017497579874,-0.9748966076391884,0.04267969323690238,-0.10769873978207015,-0.44907587749450706,0.08870191918923165,-0.09843171288807769,-0.6118483719082607,0.10315188967028725,-0.11942761727919272,-0.7264177616328995,0.09914416381480971,-0.13513003644112362,-0.830337701267301,0.082455133752212,-0.1518684632971862,SPACE,left
